,Topic,Pledge
196,20,"Organization and promotion of at least two anual Sustainability Forums that support the networking and best practice sharing by the Sustainability Charter of the Azores subscribing entities, during the period of 2022/2023."
197,20,"_x000D_
Promote through digital technology tools (metaverse) to have more detailed data analysis and secure systems monitoring to solve problems, develop new opportunities and even simulate the future of tourism_x000D_
_x000D_
CNA Turismo e Commercio has already started a training cycle for the enterprises on these topics with the involvement of regional and national public decision-makers. The training cycles  will be carried out throughout 2022 and 2023."
198,20,"We have organized several conferences at local and international level thematizing the topic of over tourism, sustainable tourism and tourism resilience. In the long term, we still plan to do so, focussing mainly on the post-pandemic recovery. Together with the UNU (University of the United Nations) we organized the Global Mountain Sustainability Forum, a regular and international meeting for scientists and practitioners that engage with the sustainable development of the tourism sector (https://gms-forum.eurac.edu/programme/). Every two years the GMS Forum is attracting and giving visibility to scientists and practitioners interested in sustainability. In the conference report of 2020 a summary of the contributions is available  (see: https://gms-forum.eurac.edu/wp-content/uploads/2021/03/GMS-Forum-2020_Conference-Report.pdf)"
199,20,"'- EGWA commits to campaign on the opportunities of twin transition for tourism by producing and disseminating at least 2 News/Year from 2022 until 2025 (on- going), encouraging stakeholders linked to greenways (destination authorities, tourism management organisations and SMEs) to take an active role in the transition pathway."
200,20,"Estonian Ministry of Economics and Commincation is actibvely disseminating information about EU Tourism Transition Pathway to its national counterparts. All tourisms associations and destinations have been sent an introductory e-mail and an appeal to commit their pledges, also a public (virtual) seminar was organized by Ministry to introduce the pathway and call for commitments and participation in the co-implementation._x000D_
_x000D_
Estonian government supports destinations (through Enterprise Estonia) in making the green transition by offering the Green Destinations standard, which enables the systematic development of sustainable tourism in the destination. At the moment we have conducted a pilot in 7 destinations: Saaremaa, Hiiumaa, Järva County, Lahemaa, Tartu, Pärnu County and Rakvere. All of them achieved the Green Destinations Award, which required the development of a standard of 100 criteria and the preparation of an application with extensive evidence gathering. Lahemaa reached the gold level; Hiiumaa, Saaremaa, Järva County and Tartu silver and Pärnu and Rakvere bronze level. As a result of the audit, they have a report with recommendations for further development activities. So, the work in these destinations continues._x000D_
We offer to green destinations additional support through networking activities to encourage joint green product development. At the same time, we are also preparing for new destinations to join in 2023._x000D_
Secondly, in 2021-2023, we have supported sustainable development activities within the framework of cooperation projects of destinations, in frames of which we contribute to the development of sustainable services. For the years 2022 - 2025, there are planned additional resources for the sustainable development of destinations._x000D_
The Energy and Climate Plans that are being worked out by destinations in these cooperation projects are certainly one of the most important strategic documents that will make a significant contribution to the greening of destinations._x000D_
_x000D_
Estonia is actively participating in European Initiatives of yearly awards for outstandng destinations - Estonian capital Tallinn will be European Green Capital 2023 and second biggest city Tartu a European Capital of Culture in 2024."
201,20,"Destinatie Nederland is a network with 62 destination and citymarketing organisations in the Netherlands. Together we work on the transformation towards sustainable tourism. We organise online knowledge sessions and co-creation projects in the field of sustainability, digital development, data & insights, human skill development and the development of destinations. _x000D_
In 2022 we organise a programm ""DMO's and the Sustainable Development Goals"" to arise awareness and give guidance. Participation is this programm is free for professionals working at DMO's and CMO's in the Netherlands. We aim to have 20 participants per meeting._x000D_
In 2023 we will organise 35 meetings with an average of 10 to 35 participants per meeting._x000D_
Members of out network can participate for free."
202,21,"The involvement of educational organizations in the development and renewal of tourism education is also on our agenda. We want a close collaboration with these institutions which can offer, through some specialists, consultancy regarding the studied curriculum. By 2030 we expect to achieve this goal as well, in close collaboration with the county school inspectorate"
203,21,"Costa Group's purpose is to become a positive transformative force for travel and tourism industry. _x000D_
Leveraging on the capabilities of our ships, our network of partners and the Costa Crociere Foundation, we have the ambition to create the world largest responsible travelers community on board our ships. _x000D_
_x000D_
We are taking the commitment by 2025 to educate about 50.000 students across Europe to take care of the coasts and the sea. So far, we’re already more than halfway."
204,21,"EnviroNaut’s project consortium has 6 members, 2 of them are Universitites (The National Technical University of Athens (NTUA) and Frederick University). Therefore, this project is a clear example of how the educational organisations can participate in the renewal of tourism education, in particular nautical tourism._x000D_
As mentioned above, EnviroNaut project is committed to developing a skilling (or re-skilling) course for nautical tourism workers, helping them to become more sustainable in their work and better prepared for the needs of the industry and the demands of consumers (whose interest in sustainable choices has increased considerably). _x000D_
Thanks to the partnership that has created the EnviroNaut project, the NTUA and Frederick University are fully committed to the project's objectives and are actively collaborating in the development of this pioneering and necessary course, which will be available from January 2024"
205,21,"Foundation ""Kutsekoda"" is conducting OSKA applied research surveys on sectoral needs for labour and skills by using a combination of qualitative and quantitative research methods and analysing professional qualifications across all levels of education. For this purpose, both statistical data and information collected from personal interviews with sectoral experts and from group discussions are used._x000D_
_x000D_
A thorough study on hotel, restaurant and tourism sector skills and labour need was conducted in 2018, followed by special study ""Impact of the economic crisis caused by COVID-19 on changes in labor and skills needs: accommodation, catering, tourism"". In 2022 foundation ""Kutsekoda"" will conduct a monitoring report on implementation of the proposals of these studies."
206,15,"SmartGuide pledges to develop an AI-based recommendation engine by 2023 that will use this data to profile individual tourists and provide them recommendations on what to do and see across hundreds of destinations based on their individual preferences and the behavior of other tourists with a similar profile (something like what Netflix does for movie or Spotify for music recommendations). We aim to scale up the impact we measured in the Prague pilot (https://drive.google.com/file/d/1-VK6Ex9IJnvrCB9cDMw3rMXTaAex2H0d/view?usp=sharing) where we inspired tourists to spend an additional 30% of their time off the beaten path and across 50 top European destinations by 2024 which will relieve the popular spots from overcrowding and at the same time promote more even economic development. This recommendation engine will be made available for all tourists using the SmartGuide app, which is available for free for the tourists."
207,16,"Most tourism subjects fail to develop their own digital guides because they underestimate the cost of developing and maintaining a digital guide solution that meets the expectations of a modern traveler. One of the rare successful destination apps is Visit London. The city of London however spent over €3M developing and maintaining the app for 5 years. Most destinations or SMEs don’t have nearly such budgets. They often get public funding to reinvent the wheel and develop something for €100k-€500 that does not work well. Furthermore, tourists are willing to install a dedicated app for London but are less likely to visit a small town. Developing any technology is completely out of question for the smallest / rural destinations / authentic off-the-beaten-path places that need promoting the most._x000D_
SmartGuide pledges to provide cutting-edge technology for digital travel guides to destinations and SMEs ready-made, without the need for any IT development. These subjects can focus on their core – preparing the most engaging content about the places they promote. _x000D_
SmartGuide pledges to offer such technology with the essential functions (that cost over €500k to develop and suffices to publish a operate a modern digital guide) free of charge to any tourism guide creator in any destination that meet the content quality criteria to democratize the access to modern digital guiding technology. These guides are provided for free or for fee to the tourists, as decided by the guide creator"
208,21,"Extremadura is committed, through a Professional Training Plan for Tourism and Hospitality, to improving the skills of people actively seeking employment in the tourism and hospitality sector in Extremadura. To achieve this aim, by 2023, there will be offered in Vocational Training Schools in the region: 480 places for proving knowledge in Tourism Marketing; 510 places for proving knowledge in Sustainability; 1,605 places for proving knowledge in Quality and Professionalization; 210 places for proving knowledge in Innovation Domain and 400 places for proving knowledge in Technology Domain._x000D_
_x000D_
A monitoring committee will be set up to monitor the Plan, consisting of the Secretariat-General for Employment, the Directorate-General for Tourism and the social and economic partners: The Regional Business Confederation of Extremadura, the General Union of Workers of Extremadura and the Workers’ Commissions of Extremadura. This committee shall meet to review the progress of this training plan and shall be held every six months. A six-monthly evaluation of this training plan will be carried out with co-participation."
209,21,"While allowing for an inclusive recovery, UNWTO has also placed education as a key priority as the basis for added value jobs. For this reason, the UNWTO pledges through its Tourism Online Academy to amplify its impact by allowing the global audience to develop vocational and managerial skills for tourism and hospitality with 20 courses from top institutions and multiplying its number of students coming from all regions, currently they are more than 18,000.. _x000D_
_x000D_
Some of the key topics are: _x000D_
_x000D_
o	Tourism Destinations Management_x000D_
o	International Tourism and Travel Law_x000D_
o	Artificial Intelligence in Hospitality_x000D_
o	Food and Beverage Operations_x000D_
o	Hotel Revenue Management_x000D_
o	Branding_x000D_
o	Sustainability_x000D_
o	Customer Experience_x000D_
_x000D_
For enrolling into the Massive Online Open Courses (MOOCs) and Open Certificate Programmes (OCPs), enter: https://www.unwto-tourismacademy.ie.edu"
210,21,"Within the project Concientur -Tourism and Research, our organization commits to _x000D_
_x000D_
-	Engaging with at least 10 schools to involve their students in a contest related to tourism and research, considering the tourism pathway as a reference. This action is due to 2025_x000D_
_x000D_
-	Designing educational international seminars with the UNESCO chair on Ttourism and Sustainable Economic Development at University of Las Palmas of Gran Canaria. We commit to conduct at least three international seminars between 2022-2025, covering topics such as Tourism and Women in Africa, Sustainable Tourism and digital tourism,  and other topics related to the Transition Pathway for Tourism."
211,22,"The tourism and hospitality sector is structurally unsuccessful in attracting staff and retaining staff in the long term. The turnover in the sector is relatively high, which has increased further due to the COVID pandemic and the temporary closure of large parts of the sector. In addition, the student intake for education within the hospitality domain (Leisure, Tourism & Hospitality domain) is falling at the VET and Higher Education level._x000D_
_x000D_
The Dutch Taskforce for Cooperation in the Leisure, Tourism and Hospitality Sector has included 'Developing a (qualitative and quantitative) knowledge infrastructure for human-capital issues in the leisure, tourism and hospitality sector' in its new Action Agenda. A separate working group, consisting of representatives of industry organisations as well as the Ministry of EZK, CELTH and Breda University of Applied Sciences as one of the partner universities of applied sciences, has taken up this action. The parties work together – in a triple helix context – on a sustainable labor market, in which problems and solutions are identified and efforts are made to attract, train and retain (future) professionals for the domain in a sustainable manner. Since challenges and solutions can differ per sector and per region, insight, elaboration and implementation are needed at national, sectoral and regional levels._x000D_
_x000D_
Specifically, the parties raise the following points for attention, which should be involved in the approach and agenda development:_x000D_
_x000D_
1. Provide data, knowledge and insight_x000D_
2. Develop a common vision on sustainable employment practices_x000D_
3. Develop a common vision on education, education and training_x000D_
4. Ensure a joint approach to labor market communication._x000D_
_x000D_
Based on previous work done in the Next Tourism Generation project (https://nexttourismgeneration.eu), Breda University of Applied Sciences provided a research methodology to assess current skills gaps and future skills needs. The Skills Assessment Methodology (SAM) is a tool that has been designed to identify current and future workforce skills at a national or regional level. As a key element of the Blueprint Strategy, the NTG Skills Assessment Methodology was developed as a research-based, structural mechanism for the analysis of rapidly changing skills and skills needs to develop strategies for addressing skills gaps in the EU Tourism Sector. The focus of the SAM are the skillsets necessary for the future of the workforce, specifically: digital, green and social skills._x000D_
_x000D_
The benefit of the SAM is that it can be used at multiple levels: regional, national or international, adding flexibility and improving feasibility. Although it was developed for assessing digital, green and social skills needs in five tourism subsectors, it can be easily expanded and used to address skills needs in other tourism ecosystems._x000D_
_x000D_
The SAM has been used in eight European countries to create a skills profile of the tourism sector and to formulate a response strategy. This resulted in the production of eight skills reports on current skills gaps and future skills needs. The SAM will be rolled out in at least five other European countries in the coming four years. _x000D_
_x000D_
Additionally, new Skills Assessment activities will be carried out throughout the PANTOUR project where Breda University of Applied Sciences leads the research approach on Skills Intelligence. The goal is to ensure a continuous and sustainable supply of Skills Intelligence that feed into sector-wide curricula, integrating work-based learning in the tourism ecosystem and addressing urgent skills needs._x000D_
_x000D_
The sustainability of the PANTOUR project is partly based on developing a European Quality Framework that partner countries and other EU members can use to standardise cross-institute recognition of relevant modules and training content. _x000D_
_x000D_
Breda University of Applied Sciences develops and shares knowledge on current skills gaps and future skills needs, with an objective to develop a continuous and sustainable supply of Skills Intelligence that SMEs, educational institutions and other training providers can use to develop tourism-related curricula and practical courses to meet the most urgent needs. This Skills Intelligence Mechanism would be available for tourism training providers (as open access) by the year 2023."
212,22,"In the tourism sector the implementation of the Pact for Skills builds on the work and outcomes of the NEXT TOURISM GENERATION ALLIANCE project (of which Federturismo Confindustria is the leading partner), financed and supported by the EC in the framework of the European Blueprint for Sectoral Cooperation on Skills._x000D_
In particular, Federturismo Confindustria and the other NTG project partners have actively supported DG GROW not only in the launch phase of the Pact for Skills in the tourism sector, but also in its subsequent implementation phase._x000D_
Moreover, what is established at European level in the roundtables and meetings related to the development of the Pact for Skills in the tourism sector is then deployed at national and regional level by the National/Regional Skills Groups set up by the Next Tourism Generation Alliance, also in order to reach more quickly and involve more effectively the stakeholders of such a large and fragmented sector by capitalizing on the previous engagement work of the NTG project team._x000D_
Thus, in addition to making all its project outputs available to the various stakeholders, the NTG team is working on the Key Performance Indicators of the Pact for Skills in tourism, carrying out at the same time a Skills Intelligence Action, consisting of an activity of identification and continuous monitoring of the digital, green and social skills that companies most need._x000D_
Based on the milestones achieved in close collaboration with DG GROW, Federturismo Confindustria's concrete pledges will be in the coming years:_x000D_
1) first of all, continue to actively support the National / Regional Skills Groups already established in 7 countries (Italy, Spain, Netherlands, Hungary, Bulgaria, Ireland, United Kingdom) as part of the NTG project;_x000D_
2) secondly, by 2025 - as a member of the partnership ""Pact for Next Tourism Generation Skills"" (acronym PANTOUR, the new Sector Skills Alliance entrusted with the implementation of the Blueprint in the tourism industry for the next 4 years) - to promote the establishment and accompany the activities of new National / Regional Skills Groups in at least 4 additional countries (Finland, Greece, Belgium, Germany)."
213,22,"NECSTouR and 7 of its member Regions supports the EU Pact for Skills – Skills Partnership for the Tourism Ecosystem. NECSTouR will focus on the first Key Performance Indicator of the Pact for skills in tourism (PfST) document which is supporting the constitution of National / Regional Skills Partnerships (NRSP).  To do so, we are 1/ participating in meetings to follow the progresses and implementation of the EU PfS; 2/ disseminating information, progresses and exchanges made during meetings 3/ encouraging members to support and join the PfS 4/ answering specific questions members can have or redirect them to the right place to ask questions."
214,22,"Pact for Skill in Tourism signed by the Training Sector of the Tuscany Region;_x000D_
Link with the Necstour strategy: included in the Necstour work program_x000D_
TARGET 2023-2025_x000D_
participation in national partnerships and construction of the regional partnership"
215,22,"Our Chamber of commerce signed on January 2022 a Memorandum of understanding in the framework of the EU project NTG https://nexttourismgeneration.eu/_x000D_
We are actually members of the board who will implement activities at national level in order to promote Pact for Skills and the toolkit developed by the project._x000D_
Our Chamber of commerce is partner of the Enterprise Europe Network (https://een.ec.europa.eu/)  will organize 3 living labs during 2022 with a local Mountain association in Piedmont: the focus will be Green and digital transition for mountain areas: during the last event a presentation about Pact for Skill Initiative in collaboration with NTG is foreseen."
216,22,"• TUI Care Foundation will set up its online and open-source training platform called “TUI e-Academy” by 2023, to support the upskilling and reskilling of anyone working in the tourism industry. The TUI e-Academy will also help certify existing knowledge through its digital badges system. TUI will endorse these digital badges to add value to the certification that beneficiaries can earn through the platform, helping the industry to recognise learners of the TUI e-Academy platform. Furthermore, the TUI Care Foundation will offer course materials made by industry practitioners, providing innovative and thought-leading content for learners._x000D_
• TUI will launch its “TUI Sustainability Academy” by 2022, which will offer online learning modules for upskilling and reskilling. The platform will be made available for TUI employees first. After this first phase of implementation, the aim is to extend it to suppliers and partners of TUI Group.  _x000D_
• TUI will launch the “TUI Sustainability Agenda Learning Module” by 2023, aimed at providing all TUI employees with a thorough understanding of the Group’s sustainability agenda and focus areas; with the aim of fostering engagement and coordination across business areas."
217,22,"The Austrian Hoteliers Association (ÖHV) offers trainings in all areas of the hotel industry with the ÖHV Campus. From management to staff, about 1000 people are trained in the ÖHV Campus every year. Our goal is to grow to 1300 people per year by 2025."
218,22,"On 31 January 2022, the tourism industry, with the support of the European Commission, launched the Pact for Skills for the Tourism sector._x000D_
HOTREC co-signed the Pact. Some of the objectives include improving and extending the skills of the tourism workforce through high-quality vocational education; training and re/upskilling; raising awareness of training opportunities in all tourism services; detecting new skills needs at an early stage._x000D_
HOTREC commits to raising awareness of this initiative among all members (47 national associations spread in 36 different countries), and to collecting the interest of the associations willing to engage._x000D_
HOTREC also actively participates in the meetings organised by the initiative supporters, to further expand the Partnership and sharing practices developed at the national level._x000D_
We will continue exchanging experiences with our social partner, EFFAT, on the Pact for Skills, as well as on apprenticeship schemes developed at the national level, during the Sectoral Social Dialogue meetings organised three times a year."
219,26,"SmartGuide enables SMEs, such as tour operators or even private guides to leverage the SmartGuide platform to introduce self-guided tours and make visible the local specificities. The most exciting travel content is now usually in the brains of top local guides that are hard to scale and most tourists don’t get guided by a personal guide. SmartGuide allows guides to share their local knowledge in a scalable manner with a much broader audience of independent tourists who would not take a tour. Tour operators can publish their SmartGuides easily and for free or sell them to earn extra revenue and only pay SmartGuide a small share of what they earn. This provides also interesting opportunities to share local knowledge also between residents from different generations and cultural groups._x000D_
_x000D_
By 2023 SmartGuide pledges to develop dedicated support for rural regions that require slightly different content architecture than urban destinations where SmartGuide focused until now. New functions will be developed and piloted in Moldova with the national tourism organization and UNDP and then made available to other rural regions in the second half of 2023."
220,22,"Regione Liguria, with its Job Sector, has realized the Pact for Job in Tourism. It’s a system created in 2018 to offer support to a strategic sector for the socio-economy of Liguria, favouring seasonal adjustment processes and the hiring of seasonal workers. In agreement with workers’ unions, private companies in the tourism sector can thus apply for employment bonuses for hires lasting at least 6 months a year. This Pact has produced good results and has become a best practice for other regions. Regione Liguria intends to continue with this pact to favour the employment level of the tourism sector and the quality of tourist reception. _x000D_
Each year at least an amount from 3 to 5 million euros is needed to adequately finance the public notice._x000D_
For skills in tourism there is not a “Pact Agreement”, but actions towards training of tourism professions and improvement of skills, especially in the sustainable field. Regione Liguria, with its Training Sector, Alfa (Regional Agency for Employment, Training and Accreditation) and with the main associations of tourism professions, works for the qualification of outdoor professionals, as a necessary improvement of the reception in Liguria destination and a support to the increase of sustainable tourism. Professional figures related to the outdoor segment include GAE (Hiking Guide), Tourist Cycling Instructor, Off-road Cycling Mountain bike Instructor and Marine Naturalist Tour Guide. Regione Liguria commits to continue raising awareness among training institutes and listening to training needs, especially of young people, in order to have new specialized figures who can lead to the conscious discovery of the territory. In 2023 courses will be activated to train at least 40 new professionals of these typologies."
221,22,"Extremadura has signed the Pact for Skills Charter and the Hospitality and Agrotourism Vocational School of Extremadura (ESHAEX) has joined the national partnership for tourism in order to contribute, as an active member, to the implementation of the Pact for Skills in the tourism sector. By 2023, the Vocational Training Schools of Extremadura, including ESHAEX, will offer Certificates of Professionalism and Training Specialization in areas that adjust to the real needs of businesses and the potential of the sector: Tourism Marketing; Sustainability; Quality and Professionalization and Innovation."
222,23,"In the first axis of Bordeaux roadmap (""assisting tourist attractions and facilities in transitioning to responsible_x000D_
practices""), an action is dedicated to ""assist professionals in the tourism and events sectors in improving_x000D_
their practices to increase sustainability"". A person is now dedicated full time at the tourist offer to bring consultancy, training and information on sustainable transition for professionals. The target is to get 50% of professionals who are members of the tourist office to join a sustainable approach in 2024 and 80% in 2026. This person will be able to advise Bordeaux's professionals with local, regional, national or international certifications and aids and bring the appropriate training. _x000D_
_x000D_
Here is the action-sheet (in French): https://fr.calameo.com/read/005365752988738931087?page=44"
223,23,"As there is no one-stop-shop opportunities for agricultural estates engaged in hospitality services, our organization provides legal and consultancy support to all interested parties on a pro-bono basis. Until 2025, we plan to reorganize our association  to become an official one-stop-shop for all parties in need."
224,23,"The course EnviroNaut project is developing aims to be a one-stop-shop for learning opportunities in the sustainable nautical tourism sector._x000D_
This online VET course, will be available from January 2024 online and free of charge._x000D_
This course, accessible to everyone, will award participants who take it and satisfactory complete the tests with a new qualification within the industry: “Environmental Officer”. _x000D_
Our current estimation is that from January 2024, each year around 100 people all over Europe will take the course and obtain this EU-wide qualification so much needed in the marine tourism sector"
225,23,"Estonian Tourism Board has an e-Academy that is free to use for every Estonian Tourism entrepreneur, that has at least one service listed in VisitEstonia.com. The e-Academy at https://www.puhkaeestis.ee/et/turismiprofessionaalile/koolitused-ja-seminarid/visit-estonia-eakadeemia provides practical recommendations in eight areas: sales, marketing, accessibility, environment, products and services, collaboration, customer relations, management. In addition to that Estonian Tourism Boards offers numberous free, paid or partly supported trainings to tourism sector employees, shorter or longer, virtual and in-person, for managers and specialists, in very different acute topics, starting from customer communication to  green transition models: https://www.puhkaeestis.ee/et/turismiprofessionaalile/koolitused-ja-seminarid_x000D_
_x000D_
Estonian Ministry of Education and Research offers every year free training and retraining courses in numerous topics, including tourism, mostly in vocal education, but also in universities. This program is co-funded from European Social Fund and in years 2014-2023 total 86 500 people are expected to take part in one or more of these courses. Preference is givern to people with lower education, who have less opportunities to participate in trainings. https://www.hm.ee/et/tegevused/taiskasvanuharidus/tasuta-kursused."
226,23,"Specifically, in PANTOUR we are responsible for the development of an IT-based platform that gathers all relevant information for training and skills development in tourism under a usability perspective of endusers from the micro and nano services, small-medium training providers, and policy makers.   This includes access to direct information and contact for training / learning opportunities._x000D_
_x000D_
Delivery commitment 2 years for design + 2 years for development."
227,23,"ONE-STOP SHOP FOR SMALL AND MEDIUM-SIZED ENTREPRENEURS IN THE AREA OF TOURISM_x000D_
Current situation: The City of Zagreb is implementing stimulating measures and activities aimed at growth and development of crafts and small and medium-sized enterprises by providing support in the creation of new values and by mitigating the accompanying risks through the Stimulation programme for the development of crafts and small and medium-sized entrepreneurs in the City of Zagreb. A large part of the Programme measures and activities are implemented by the Zagreb Innovation Centre (ZICER), an entrepreneurial support institution fully owned by the City of Zagreb. ZICER provides support to innovative ideas and development teams at the beginning of entrepreneurship activity; it provides the premises for their activity, education, business advice and networking, as well as a completely free-of-charge support for transforming their business ideas in an entrepreneurial venture. ZICER currently lacks: sectoral approach in the area of tourism, targeted measures for entrepreneurs in tourism and specific programmes for them. _x000D_
Measure: The City of Zagreb will create policies and programmes tailored to this sector and, by setting up a One-stop Shop for entrepreneurs in tourism, it will ensure the education needed, the support and financing, as well as the implementation of projects which enhance and stimulate the solutions in tourism based on sustainability principles._x000D_
Objective: Setting up of the One-stop Shop for entrepreneurs in tourism by 2025."
228,23,"Unioncamere, through Dintec, is committed to the creation of a platform called Matching Impresa Ricerca – MIR, that will allow companies “meet” and be profiled by the Chambers of Commerce, to be accompanied to more targeted consulting services, and activated, through a platform, which bridges collaboration channels between the PID network (PID - Punto impresa digitale) of the Chambers of Commerce and the main research institutions that have joined the initiative. The initiative is not exclusively targeted to tourism SMEs. Thanks to the platform, the Chambers of Commerce will help companies to whose transformation needs will directly respond all the departments of the CNR and ENEA (the two main Italian research institutions)  through their research teams that will take charge of the SMEs’demands._x000D_
_x000D_
The tools are the starting point of activities aimed at supporting digitalisation of SMEs in the tourism ecosystem. Their use is not finalised at awareness raising but rather as an initial assessment to implement futher tailored support._x000D_
_x000D_
We plan to extend participation to the platform to other laboratories and research institutions, and universities in Italy. The platform will be in testing end of 2022 and is scheduled for launch in 2023. In the pilot phase expected impact is difficult to assess and usually redefined using data a year from launch. With current information, we expect to support for tailored counseling at least 15 companies in the tourism sector to be involved by 2025 and 65 by 2030."
229,23,The combination of the programme we are implementing right now - focused on digital and green transformation - will enable the up-skill of at least 500 companies and professionals in the tourism sector by the end of 2024.
230,25,"The second axis of Bordeaux roadmap for tourism is ""Placing the resident at the heart of tourism in a destination that espouses social conscience and solidarity"". _x000D_
_x000D_
This axis is aligned with SDGs n°1, 10, 11, 16 and 17. _x000D_
3 actions are dedicated to build a more inclusive destination: _x000D_
- Adapt tourist attractions and facilities to various disabilities (objective of at least 10 routes accessible to people with disabilities)_x000D_
- Put in place an adapted communication strategy to reach people with disabilities (objective to build an accessible site with the adapted information)_x000D_
- Propose accessible activities and facilities to those in precarious situations (annual progress of beneficiaries at least +20% compared to year 1)._x000D_
_x000D_
More information about this axis: https://fr.calameo.com/read/005365752988738931087?page=34_x000D_
The action-sheets (in French): https://fr.calameo.com/read/005365752988738931087?page=56"
231,25,"In 2019, thanks to a collaboration between Costa Crociere Foundation and AISM – Italian Association for Multiple Sclerosis, Costa launched a new approach in favor of disabled persons:  truly accessible step-free shore excursions (the so-called “Adagio Tours”). _x000D_
With the Adagio Tour, Costa has been the first company in the cruise industry to launch an itinerary with at least one barrier-free shore excursion in each destination, with no extra charge. _x000D_
_x000D_
We engage to expand the number of destinations by 2025 allowing such opportunity and reaching 15 destinations with accessible shore excursion also for disabled persons."
232,25,"'- EGWA commits to further promote quality and universal accessibility in the design of greenways, by a) publishing at least 2 News/Year from 2022 to 2025 of the useful resources already available (e.g. technical guides, brochures, dedicated sites, Apps) and the new ones materials that can be produced by experts of the greenways network._x000D_
-	b) Increasing the offer on accessible greenways tourism products, by 2 per year from 2022-2025 (tourism packages /trip ideas on accessible greenways)._x000D_
_x000D_
Comment: Accessibility is one of the characteristics of greenways, included in their own definition. Greenways as safe and accessible infrastructures for non-motorized use, benefit locals and tourists alike.  They are the only way for people with reduced mobility (e.g. hand-bike, wheelchair) to access to mountain areas autonomously through viaducts and tunnels."
233,25,"ISTO, through its Working Group on Accessible Tourism will published in 2023 ""Recommendations Guide"" on accessibility to tourism event (two previous guides have been published in 2021 and 2022 on other topics related to accessible tourism) and will be part of the Steering Committee of the 3rd International Summit ""Destinations for All"" organized in Paris in 2023.      _x000D_
_x000D_
ISTO is the only international network dedicated to promote better access (financial, physical, cultural and educational) to travel, leisure and holiday and at the same time promote and support forms of tourism that benefit people, communities and local areas. Provide examples and cases that can inspired stakeholders from different EU countries interested by this this issue."
234,25,"TOURISM FOR ALL; TOURISM WITHOUT OBSTACLES_x000D_
Current situation: The service Accessible Zagreb is a developmental project aimed at mapping and providing information on the accessibility of surfaces and facilities in the area of the City of Zagreb. The service is available through web pages and as a mobile application, and it provides information about the accessibility of various facilities from public, private and civil sectors. The base currently comprises approximately 2,500 facilities categorised as accessible, inaccessible or partially accessible. There are three levels of accessibility: access to the facility, entrance to the building and interior of the building. Also, each facility contains a photo gallery showing accessibility status, and the service is integrated with Google Maps for easier navigation and travel planning. The application Accessible Zagreb currently contains eight categories (culture, catering, education, sports, administration, services, social welfare and health) and is available in Croatian and in English and German languages._x000D_
The service has also developed an accessibility map which, integrated with Google Maps service, shows an accessible pedestrian route for the disabled within a mapped area which currently encompasses the wider centre of the City, while the navigation recognises/avoids the following obstacles or disturbances on sidewalks: stairs, high kerbs, uneven ground surfaces, insufficiently wide sidewalks, excessive side walk slopes. The service is mostly used by the citizens of Zagreb, but it should be made visible to tourists and visitors of the City. _x000D_
Measure: Examining the needs which would be additionally interesting to disabled visitors and tourists and those with special needs, translating the Service into other global languages and additional promotion towards eminent markets._x000D_
Objective: The goal is to have the service completely adapted to all persons with special needs or to the disabled and to have it available in at least two other global languages by 2024."
235,25,"1) concrete actions for upcoming years _x000D_
• Ongoing provision of the ENAT open platform at www.accessibletourism.org with: _x000D_
   o Database of Projects and Good Practices in Accessible and Inclusive Tourism_x000D_
   o eLearning resources for tourism sector vocational education and training and Continuing Professional Development_x000D_
   o Continuous dissemination of European and global News and Events relevant to Accessible and Inclusive Tourism _x000D_
   o Networking opportunities for the tourism sector through ENAT events and social media channels    _x000D_
• Implementation of ongoing EU-funded projects with ENAT Participation in COSME, Horizon 2020, Horizon Europe, ERASMUS+  and other programmes (2022 to 2025)_x000D_
• Further development of The Accessible Tourism Directory (www.pantou.org), initially funded by EC DG GROW, with enhanced B2B and B2C features and integration of a user community.  _x000D_
• Best Practice Exchange Groups on 1). Best Practices, 2) National/Regional/DMO Policies and Practices and 3)  Skills Development and Inclusion in the Workplace (see below).    _x000D_
_x000D_
2) measurable targets to help following the implementation of the action _x000D_
• 100% increase in the number of published best practices in the ENAT Accessible Tourism database from 2022 to 2025_x000D_
• Organisation of minimum 6 networking/training events per year for the tourism sector_x000D_
• Annual Report on “Accessible Tourism actions in support of the Transition Pathway for Tourism” (2022 to 2025). _x000D_
• Re-launch of the www.pantou.org website with enhanced features and user community.  Target date to be set within 2023. _x000D_
• Establishment of 3 Best Practice Exchange Groups in cooperation  with ENAT members and partners by Spring 2023.      _x000D_
_x000D_
3) clear link to a specific transition pathway topic or a general objective (green, digital, resilient)._x000D_
These actions will contribute to greater resilience across the whole tourism value chain by fostering greater awareness of accessibility and inclusion, which contributes to sustainable, healthy, responsible and competitive tourism – while leaving no-one behind."
